;;;;;;
;;;;;;
;;;;;;
;;;;;;
EAN;Titolo;Autore;Editore;Genere (livello 1);Data di Uscita;NazionalitÖ dell'autore
9788804671930;Racconti del terrore;Poe Edgar Allan;MONDADORI;FICTION;25/01/2017;STRANIERO
9788817034418;Vita nuova;Alighieri Dante;RIZZOLI;FICTION;02/09/2009;ITALIANO
9788809970878;L'acquario. Peppa Pig;D'Achille Silvia;GIUNTI EDITORE;BAMBINI/RAGAZZI;21/06/2023;
9788852238468;W.i.t.c.h. Le pió belle storie special. 20 anni di magia;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;31/03/2021;
9788804712473;Ricordati di sorridere;Di Benedetti Daniele;MONDADORI;NON FICTION VARIE;18/06/2019;
9781805310938;Unicorni arcobaleno. Vesto le bamboline;Watt Fiona;USBORNE PUBLISHING;BAMBINI/RAGAZZI;18/07/2023;
9788858022214;Lupetto va a scuola. Amico lupo;Lallemand Orianne;GRIBAUDO;BAMBINI/RAGAZZI;30/08/2018;
9788859015185;Abecedario murale;Bortolato Camillo;ERICKSON;NON FICTION GENERALI;11/01/2018;
9788867221974;La fabbrica dei colori. I laboratori di Hervä Tullet;Tullet HervÇ;L'IPPOCAMPO;BAMBINI/RAGAZZI;11/04/2016;
9788834920787;L'estate in cui Hikaru ä morto. Vol. 1;Ren Mokumoku;EDIZIONI BD;FICTION;27/06/2023;
9791259961730;Cane Puzzone. Ediz. extra-large;Gutman Colas;TERRE DI MEZZO;BAMBINI/RAGAZZI;03/10/2023;
9788868360283;Il miglio verde;King Stephen;SPERLING & KUPFER;FICTION;28/06/2013;STRANIERO
9788807551437;La separazione del maschio;Piccolo Francesco;FELTRINELLI;FICTION;12/09/2023;ITALIANO
9788870918526;L'uomo con lo scandaglio. Storie di mare, abissi e meraviglie;Svensson Patrik;IPERBOREA;NON FICTION GENERALI;30/08/2023;
9788809881150;Il diario delle regole di matematica. Mappe, schemi e tabelle;Nicoletti Marianna;GIUNTI EDU;UNKNOWN;16/10/2019;
9788845922855;Il mare non bagna Napoli;Ortese Anna Maria;ADELPHI;FICTION;21/05/2008;ITALIANO
9788864202136;One piece. New edition. Vol. 27;Oda Eiichiro;STAR COMICS;FICTION;15/04/2010;STRANIERO
9788830118218;Miss Dicembre e il Clan di Luna;Murgo Antonia;BOMPIANI;BAMBINI/RAGAZZI;16/03/2022;
9788861849310;Profilo di letteratura italiana. Dalle origini a fine Ottocento;AA.VV.;MONDADORI UNIVERSIT∑;NON FICTION GENERALI;20/05/2021;
9788893257961;Regina rossa;G¢mez-Jurado Juan;FAZI;FICTION;01/07/2021;STRANIERO
9788893290036;Avengers. Staccattacca e colora;AA.VV.;MARVEL LIBRI;BAMBINI/RAGAZZI;18/05/2016;
9788809881129;Il diario delle regole di inglese. Mappe, schemi e tabelle di english grammar;Candeli Simona;GIUNTI EDU;UNKNOWN;23/10/2019;
9788855641326;Coloramondo con pennarelli;AA.VV.;EDIBIMBI;BAMBINI/RAGAZZI;07/08/2023;
9788834744307;La principessa di Dune;Herbert Brian;FANUCCI;FICTION;03/10/2023;STRANIERO
9788804763093;Forse sei giÖ felice e non lo sai. Il primo manuale di crescita personale realistica e sostenibile;Borzacchiello Paolo;MONDADORI;NON FICTION VARIE;08/11/2022;
9788804771210;The never king. Ediz. italiana;St. Crowe Nikki;MONDADORI;FICTION;06/06/2023;STRANIERO
9788822769435;Maledetta primavera;Cammilli Paolo;NEWTON COMPTON EDITORI;FICTION;09/08/2022;ITALIANO
9781009343671;Cambridge IGCSE Mathematics core and extended. Coursebook. Per le Scuole superiori;Morrison Karen;CAMBRIDGE UNIVERSITY PRESS;UNKNOWN;09/05/2023;
9788804717447;Il ladro di fulmini. Percy Jackson e gli dei dell'Olimpo. Vol. 1;Riordan Rick;MONDADORI;BAMBINI/RAGAZZI;29/05/2019;
9788817161961;I quaderni botanici di Madame Lucie;Da Costa MÇlissa;RIZZOLI;FICTION;14/06/2022;STRANIERO
9788842096139;Lepanto. La battaglia dei tre imperi;Barbero Alessandro;LATERZA;NON FICTION GENERALI;08/11/2012;
9788828764397;Chainsaw Man. Vol. 6. Boom boom boom;Fujimoto Tatsuki;PANINI COMICS;FICTION;20/01/2022;STRANIERO
9788822641953;Record of Ragnarok. Vol. 16;Umemura Shinya;STAR COMICS;FICTION;16/08/2023;STRANIERO
9791259673404;Nannarella. Il romanzo di Anna Magnani;Governi Giancarlo;FAZI;NON FICTION GENERALI;11/08/2023;
9788893810739;Storia di una gabbianella e del gatto che le insegnï a volare;Sep£lveda Luis;SALANI;BAMBINI/RAGAZZI;30/03/2017;
9781803705903;Halloween. Piccoli libri con adesivi luccicanti;Pickersgill Kristie;USBORNE PUBLISHING;BAMBINI/RAGAZZI;27/09/2022;
9788822774101;Lo sbaglio. The mistake;Kennedy Elle;NEWTON COMPTON EDITORI;FICTION;25/10/2022;STRANIERO
9788815386687;Attraversando l'anno. Natura, stagioni, riti;Balestracci Duccio;IL MULINO;NON FICTION GENERALI;29/09/2023;
9791280229779;La bambina nel vento;Crippa Luca, Onnis Maurizio;LIBRERIA PIENOGIORNO;NON FICTION GENERALI;11/01/2023;
9788817090933;Il cardellino;Tartt Donna;RIZZOLI;FICTION;30/03/2017;STRANIERO
9788804735007;Fontamara;Silone Ignazio;MONDADORI;FICTION;17/05/2021;ITALIANO
9788809877399;Piccole donne;Alcott Louisa May;DAMI EDITORE;BAMBINI/RAGAZZI;19/06/2019;
9791255750017;Affamata;Broder Melissa;NN EDITORE;FICTION;15/09/2023;ITALIANO
9788850266920;I garbati maneggi delle signorine Devoto ovvero, Un intrigo a Sestri Ponente;Bistolfi Renzo;TEA;FICTION;11/07/2023;ITALIANO
9788817176255;Primo soccorso psicologico. Dalla A di Ansia alla Z di Zero sbatti, impara a riconoscere le tue emozioni e a volerti bene ogni giorno;Pelagotti Lara;RIZZOLI;NON FICTION VARIE;19/09/2023;
9788806258306;Le non cose. Come abbiamo smesso di vivere il reale;Han Byung-Chul;EINAUDI;NON FICTION GENERALI;14/02/2023;
9788809967151;Myo. Il senso meraviglioso della vita;Cloza Giuseppe;GIUNTI EDITORE;NON FICTION GENERALI;25/05/2022;
9788828726081;One-Punch Man. Vol. 1. Un pugno;One;PANINI COMICS;FICTION;03/11/2022;STRANIERO
9788804700548;La cruna dell'ago;Follett Ken;MONDADORI;FICTION;22/05/2018;STRANIERO
9788815299833;La scorciatoia. Come le macchine sono diventate intelligenti senza pensare in modo umano;Cristianini Nello;IL MULINO;NON FICTION GENERALI;24/02/2023;
9791259740519;Il grande libro delle fiabe;Holeinone Peter;DAMI EDITORE;BAMBINI/RAGAZZI;03/06/2021;
9788861429130;Il brutto anatroccolo. Fiabe pop-up;AA.VV.;DOREMﬁ JUNIOR;BAMBINI/RAGAZZI;01/09/2023;
9788806258269;La terra della magia;Banks Russell;EINAUDI;FICTION;03/10/2023;STRANIERO
9788852241277;Storie di principesse. Disney princess. Il primo libro pop-up;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;30/08/2023;
9788829604685;Bastoncino. 15 anni;Donaldson Julia;EMME EDIZIONI;BAMBINI/RAGAZZI;03/10/2023;
9788806253424;La cittÖ dei vivi;Lagioia Nicola;EINAUDI;FICTION;05/07/2022;ITALIANO
9788822603517;My Hero Academia. Vol. 7;Horikoshi Kohei;STAR COMICS;FICTION;01/02/2017;STRANIERO
9788804779865;L'arte di amare;Fromm Erich;MONDADORI;NON FICTION GENERALI;08/06/2023;
9788838696299;Fondamenti di chimica generale;Chang Raymond,Goldsby Kenneth;MCGRAW-HILL EDUCATION;NON FICTION GENERALI;17/06/2020;
9788868946227;Proposta pastorale 2023-2024. Per un esercizio di discernimento delle prioritÖ. Viviamo di una vita ricevuta. ÆDio vide quanto aveva fatto, ed ecco, era cosa molto buonaØ (Gen 1,31);Delpini Mario;CENTRO AMBROSIANO;NON FICTION GENERALI;08/09/2023;
9798374197235;Your couple challenge book. La raccolta in italiano di sfide di coppia con oltre 120 cose da fare in coppia;Barbieri Elisabetta;INDEPENDENTLY PUBLISHED;NON FICTION VARIE;15/01/2023;
9788833715308;ABC a chiare lettere;Fanti Roberta;EDIZIONI DEL BORGO;BAMBINI/RAGAZZI;02/03/2022;
9788809883000;Lo scivolo. Bing;AA.VV.;GIUNTI EDITORE;BAMBINI/RAGAZZI;02/05/2019;
9788869962288;Metamedicina 2.0. Ogni sintomo ä un messaggio. La guarigione a portata di mano;Rainville Claudia;AMRITA;NON FICTION VARIE;19/02/2021;
9788806260002;Creature in bilico;Fusini Nadia;EINAUDI;FICTION;26/09/2023;ITALIANO
9788807900129;Cime tempestose;Brontâ Emily;FELTRINELLI;FICTION;12/03/2014;ITALIANO
9788859028963;Tabelline al volo. Nuovi strumenti per impararle strada facendo;Bortolato Camillo;ERICKSON;NON FICTION GENERALI;16/09/2022;
9788804668176;Un amore;Buzzati Dino;MONDADORI;FICTION;06/07/2016;ITALIANO
9788852241826;Disney Princess. Baby box;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;05/07/2023;
9788817158213;Bomba atomica;Mercadini Roberto;RIZZOLI;FICTION;19/10/2021;ITALIANO
9788858044629;Le mie schiscette. Ricette buone e veloci da portare al lavoro o dove vuoi;La cucina salutare;GRIBAUDO;NON FICTION VARIE;18/04/2023;
9788804738558;Molte vite, molti maestri. Come guarire recuperando il proprio passato;Weiss Brian L.;MONDADORI;NON FICTION VARIE;01/04/2021;
9788804725671;La tua mente puï tutto. Scopri il codice segreto della mente e sprigiona le tue risorse con il potere del cervello quantico;Pentimalli Italo;MONDADORI;NON FICTION VARIE;16/03/2021;
9788867144372;Zog;Donaldson Julia, Scheffler Axel;EMME EDIZIONI;BAMBINI/RAGAZZI;06/10/2015;
9788809819825;Grammatica italiana per tutti. Regole, spiegazioni, eccezioni, esempi, test;Perini Elisabetta;GIUNTI EDITORE;NON FICTION VARIE;24/02/2016;
9788867221851;Il diario del mio bebÇ;Mesdemoiselles;L'IPPOCAMPO;NON FICTION VARIE;09/02/2016;
9788858037362;Il lupo che voleva andare a scuola. Amico lupo;Lallemand Orianne;GRIBAUDO;BAMBINI/RAGAZZI;26/08/2021;
9788868603960;Leggo e imparo. La mia prima biblioteca;Neil Mathew;SASSI;BAMBINI/RAGAZZI;27/10/2016;
9788828750468;One-Punch Man. Vol. 27;One;PANINI COMICS;FICTION;25/05/2023;STRANIERO
9788817164542;Caccia ai nazisti. Marzabotto, Sant'Anna e le stragi naziste in Italia: la storia del procuratore che ha portato i colpevoli alla sbarra;De Paolis Marco;RIZZOLI;NON FICTION GENERALI;19/09/2023;
9791259673206;Il paziente;G¢mez-Jurado Juan;FAZI;FICTION;28/02/2023;STRANIERO
9788822637772;Kaiju No. 8. Vol. 7;Matsumoto Naoya;STAR COMICS;FICTION;01/03/2023;STRANIERO
9791221208146;Quando il futuro sarÖ storia. Otto lezioni dopo Hiroshima;Oppenheimer Robert J.;UTET;NON FICTION GENERALI;29/08/2023;
9788886250917;Supplemento al dizionario italiano-Supplement to the italian dictionary-Supplement au dictionnaire italien-Anhang zum italienischen Wîrterbuch;Munari Bruno;CORRAINI;NON FICTION GENERALI;01/01/2000;
9788832855692;Tra me e noi. Come integrare identitÖ e appartenenza;Siegel Daniel J.;CORTINA RAFFAELLO;NON FICTION GENERALI;26/09/2023;
9788804682561;Necronomicon;Lovecraft Howard P.;MONDADORI;FICTION;10/10/2017;STRANIERO
9788806257200;Tasmania;Giordano Paolo;EINAUDI;FICTION;25/10/2022;ITALIANO
9788807891656;Oltre l'inverno;Allende Isabel;FELTRINELLI;FICTION;10/01/2019;STRANIERO
9788817060189;Il cavaliere d'inverno;Simons Paullina;RIZZOLI;FICTION;21/05/2003;STRANIERO
9788804756224;La ragazza che cadde in fondo al mare;Oh Axie;MONDADORI;FICTION;11/04/2023;STRANIERO
9788864202150;One piece. New edition. Vol. 29;Oda Eiichiro;STAR COMICS;FICTION;17/06/2010;STRANIERO
9788804781882;Oppenheimer. La tragedia di uno scienziato: dalla bomba atomica alla guerra fredda;Pais Abraham;MONDADORI;NON FICTION GENERALI;18/07/2023;
9788811003090;FinchÇ non aprirai quel libro;Aoyama Michiko;GARZANTI;FICTION;06/09/2022;STRANIERO
9788822638335;Demon slayer. Kimetsu no yaiba. Limited edition. Vol. 22;Gotouge Koyoharu;STAR COMICS;FICTION;08/02/2023;STRANIERO
9788815278708;Manuale di neuropsicologia clinica. Clinica ed elementi di riabilitazione;Vallar Giuseppe(cur.);IL MULINO;NON FICTION GENERALI;27/09/2018;
9788891288264;Berserk collection. Serie nera. Vol. 6;Miura Kentaro;PANINI COMICS;FICTION;03/12/2020;STRANIERO
9788854526327;Il giardino delle rose;Rees Tracy;NERI POZZA;FICTION;01/08/2023;STRANIERO
9788835117797;Le 7 regole per avere successo. The 7 habits of highly effective people;Covey Stephen R.;FRANCO ANGELI;NON FICTION VARIE;20/04/2021;
9798595072229;Indagine su Alda Merini;Caravello Margherita;INDEPENDENTLY PUBLISHED;NON FICTION GENERALI;01/01/2021;
9788865323465;La scatola;Paglia Isabella;LA MARGHERITA;BAMBINI/RAGAZZI;30/09/2020;
9798451195765;Sei fantastico! Uno speciale libro per bambini sull?amicizia, la fiducia in se stessi e la forza di essere proprio come si ä;Linde Sophie;INDEPENDENTLY PUBLISHED;BAMBINI/RAGAZZI;01/01/2021;
9788868940522;Vangeli e Atti degli Apostoli. Con salmi e preghiere della tradizione;AA.VV.;CENTRO AMBROSIANO;BAMBINI/RAGAZZI;01/02/2016;
9788804659617;Metodo mindfulness. 56 giorni alla felicitÖ;Williams Mark;MONDADORI;NON FICTION VARIE;19/04/2016;
9788807888861;L'amante giapponese;Allende Isabel;FELTRINELLI;FICTION;12/01/2017;STRANIERO
9788804738541;Molte vite, un solo amore. L'eterno incontro delle anime gemelle;Weiss Brian L.;MONDADORI;NON FICTION VARIE;01/04/2021;
9788893930970;Bianco e nero;Hoban Tana;EDITORIALE SCIENZA;BAMBINI/RAGAZZI;19/05/2021;
9788832734591;Kobane calling. Oggi;Zerocalcare;BAO PUBLISHING;FICTION;14/05/2020;ITALIANO
9788838696329;Statistica. Metodologie per le scienze economiche e sociali;Borra Simone;MCGRAW-HILL EDUCATION;NON FICTION GENERALI;08/02/2021;
9788891836212;FantaParty;Me contro Te;MONDADORI ELECTA;BAMBINI/RAGAZZI;09/05/2023;
9788845928987;Limonov;Carräre Emmanuel;ADELPHI;FICTION;07/05/2014;STRANIERO
9788811688358;Ragazzi di vita;Pasolini Pier Paolo;GARZANTI;FICTION;28/08/2014;ITALIANO
9788804709619;Ventuno giorni per rinascere. Il percorso che ringiovanisce corpo e mente;Berrino Franco;MONDADORI;NON FICTION VARIE;26/03/2019;
9788867533718;Cucina economica. 120 ricette per mangiare bene con poco, risparmiando ogni giorno;Dalla Zorza Csaba;GUIDO TOMMASI EDITORE-DATANOVA;NON FICTION VARIE;06/12/2022;
9788806219451;Frammenti di un discorso amoroso;Barthes Roland;EINAUDI;NON FICTION GENERALI;10/02/2014;
9788845927553;Lo Hobbit o La riconquista del tesoro;Tolkien John R. R.;ADELPHI;FICTION;07/11/2012;STRANIERO
9780140167771;The secret history;Tartt Donna;PENGUIN BOOKS;FICTION;01/01/1993;STRANIERO
9788822777164;La stanza degli ospiti;Mitchell Dreda Say;NEWTON COMPTON EDITORI;FICTION;04/07/2023;STRANIERO
9788850251773;L'uomo del labirinto;Carrisi Donato;TEA;FICTION;22/11/2018;ITALIANO
9788804775874;Manifesto criminale;Whitehead Colson;MONDADORI;FICTION;29/08/2023;STRANIERO
9788878743274;Odissea;Cinquetti Nicola, Guicciardini Desideria;LAPIS;BAMBINI/RAGAZZI;26/03/2014;
9788807900600;Una stanza tutta per sÇ;Woolf Virginia;FELTRINELLI;NON FICTION GENERALI;05/06/2013;
9788836230242;Biologia;Solomon Eldra P.;EDISES;NON FICTION GENERALI;20/09/2021;
9788836012794;Codice civile e leggi complementari 2023. Editio minor;Franchi Luigi;HOEPLI;NON FICTION GENERALI;01/09/2023;
9788857007601;Colori;Tullet HervÇ;FRANCO COSIMO PANINI;BAMBINI/RAGAZZI;23/07/2014;
9788804731481;Ubik;Dick Philip K.;MONDADORI;FICTION;01/06/2021;STRANIERO
9788891906212;Informatica. Una panoramica generale. Ediz. MyLab;Brookshear J. Glenn;PEARSON;NON FICTION GENERALI;20/02/2020;
9788811603771;Le 10 mappe che spiegano il mondo;Marshall Tim;GARZANTI;NON FICTION GENERALI;14/05/2020;
9788804763314;2-Minute English. 2 minuti al giorno per imparare l'inglese;Cerletti Norma;MONDADORI;NON FICTION VARIE;29/11/2022;
9788856692846;Enigmistica in vacanza! Parole crociate, rebus, labirinti, quiz, indovinelli...;Stilton Geronimo;PIEMME;BAMBINI/RAGAZZI;18/07/2023;
9788822779816;Il karma dell'amore inaspettato. Badlands;Stefania S.;NEWTON COMPTON EDITORI;FICTION;13/06/2023;ITALIANO
9788828767077;Chainsaw Man. Vol. 4. Pistola ä potente;Fujimoto Tatsuki;PANINI COMICS;FICTION;16/06/2021;STRANIERO
9788817070508;E venne chiamata due cuori;Morgan Marlo;RIZZOLI;FICTION;20/11/2013;STRANIERO
9788858002841;Facciamo le facce;AA.VV.;GRIBAUDO;BAMBINI/RAGAZZI;22/12/2010;
9788855057875;Microbiota geniale. Curare l'intestino per guarire la mente;Rescigno Maria;VALLARDI A.;NON FICTION VARIE;06/06/2023;
9790215901599;Scuola preparatoria allo studio del pianoforte op. 101;Beyer Ferdinand;CURCI;NON FICTION GENERALI;28/09/2010;
9788823528581;Storia di un gatto e del topo che diventï suo amico;Sep£lveda Luis;GUANDA;FICTION;22/04/2021;STRANIERO
9788845933950;Vite che non sono la mia;Carräre Emmanuel;ADELPHI;FICTION;13/06/2019;STRANIERO
9788808802163;Diritto penale. Parte generale;Fiandaca Giovanni;ZANICHELLI;NON FICTION GENERALI;25/09/2023;
9788838945663;Sei casi per Lorenzo La Marca;Piazzese Santo;SELLERIO EDITORE PALERMO;FICTION;11/07/2023;ITALIANO
9788829719433;La gabbia dorata;LÑckberg Camilla;MARSILIO;FICTION;09/05/2023;STRANIERO
9788864202082;One piece. New edition. Vol. 22;Oda Eiichiro;STAR COMICS;FICTION;18/11/2009;STRANIERO
9788866412564;Pizzerie d'Italia del Gambero Rosso 2024;AA.VV.;GAMBERO ROSSO GRH;NON FICTION VARIE;29/09/2023;
9788806221959;Su principe;Machiavelli Niccolï;EINAUDI;NON FICTION GENERALI;12/05/2014;
9788833710822;La fattoria. Muovi e scopri;Forni Deborah;EDIZIONI DEL BORGO;BAMBINI/RAGAZZI;03/07/2019;
9788859282976;Berlino;Schulte-Peevers Andrea;LONELY PLANET ITALIA;NON FICTION VARIE;22/09/2023;
9788822778888;L'ereditÖ. The legacy;Kennedy Elle;NEWTON COMPTON EDITORI;FICTION;29/08/2023;STRANIERO
9788859280200;Roma;Garwood Duncan;LONELY PLANET ITALIA;NON FICTION VARIE;01/06/2022;
9788834614891;In due sulla Nave 2023 1+1;AA.VV.;LA NAVE DI TESEO;UNKNOWN;15/04/2023;
9788804736615;Dalla parte di lei;De CÇspedes Alba;MONDADORI;FICTION;04/05/2021;ITALIANO
9788828765578;Jujutsu Kaisen. Sorcery Fight. Vol. 11. L'incidente di Shibuya. Apertura della soglia;Akutami Gege;PANINI COMICS;FICTION;17/03/2022;STRANIERO
9788865439760;Macerie prime;Zerocalcare;BAO PUBLISHING;FICTION;13/11/2017;ITALIANO
9788848325325;Alpha Test. Medicina TOLC-MED. Kit di preparazione 2023-2024;AA.VV.;ALPHA TEST;NON FICTION VARIE;31/10/2022;
9788806257330;I sotterranei di Bologna. Sarti Antonio alla scoperta di una cittÖ segreta;Macchiavelli Loriano;EINAUDI;FICTION;29/08/2023;ITALIANO
9788891914583;Microeconomia. Teoria e applicazioni. Ediz. MyLab;Browning Edgard K.;PEARSON;NON FICTION GENERALI;11/02/2021;
9788834909478;Oshi no ko. Vol. 1;Akasaka Aka;EDIZIONI BD;FICTION;30/03/2022;STRANIERO
9788833710815;Gli animali del bosco e del giardino. Muovi e scopri;Forni Deborah;EDIZIONI DEL BORGO;BAMBINI/RAGAZZI;05/06/2019;
9788807882074;Le persone sensibili hanno una marcia in pió. Trasformare l'ipersensibilitÖ da svantaggio a vantaggio;Sellin Rolf;FELTRINELLI;NON FICTION VARIE;25/09/2013;
9788858015063;Le sei storie delle emozioni;Agostini Sara;GRIBAUDO;BAMBINI/RAGAZZI;31/03/2016;
9791259852779;Libri di primo soccorso per l'anima;Capria Carolina;HARPERCOLLINS ITALIA;NON FICTION GENERALI;06/10/2023;
9788852242199;1000 sticker. Disney Princess;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;26/07/2023;
9788808420527;Enhorabuena! Curso y gram†tica de espa§ol para ital¢fonos. Niveles B1 B2;Calvi Maria Vittoria;ZANICHELLI;NON FICTION VARIE;01/01/2020;
9798387801112;I Promessi sposi. Edizione integrale con analisi, commenti scolastici e riassunti per capitolo;Manzoni Alessandro;INDEPENDENTLY PUBLISHED;UNKNOWN;01/01/2023;
9788866567578;L'incredibile storia di Lavinia. Pocket;Pitzorno Bianca;EINAUDI RAGAZZI;BAMBINI/RAGAZZI;17/05/2022;
9788829929795;Botanica generale e diversitÖ vegetale;Pasqua Gabriella,Abbate Giovanna,Forni Cinzia;PICCIN-NUOVA LIBRARIA;NON FICTION GENERALI;01/02/2019;
9788828742470;Naruto. Vol. 1;Kishimoto Masashi;PANINI COMICS;FICTION;09/02/2023;STRANIERO
9788806219109;Iliade. Testo greco a fronte;Omero;EINAUDI;FICTION;27/01/2014;STRANIERO
9788804685098;Jack Frusciante ä uscito dal gruppo;Brizzi Enrico;MONDADORI;FICTION;16/10/2017;ITALIANO
9788807900259;I dolori del giovane Werther;Goethe Johann Wolfgang;FELTRINELLI;FICTION;15/01/2014;STRANIERO
9788880334545;Mammalingua. Ventuno filastrocche per neonati e per la voce delle mamme;Tognolini Bruno,Valentinis Pia;IL CASTORO;BAMBINI/RAGAZZI;30/01/2008;
9788893293266;Spidey e i suoi fantastici amici. 1000 stickers;AA.VV.;MARVEL LIBRI;BAMBINI/RAGAZZI;26/10/2022;
9788867228423;1000 sneakers Deadstock. Ediz. italiana;Deadstock Larry;L'IPPOCAMPO;NON FICTION GENERALI;27/09/2023;
9788809841758;Vietato agli elefanti;Mantchev Lisa;GIUNTI EDITORE;BAMBINI/RAGAZZI;01/02/2017;
9788859024187;Autismo. Cosa fare (e non). Guida rapida per insegnanti. Scuola primaria;Pontis Marco;ERICKSON;NON FICTION GENERALI;11/02/2021;
9788852219443;Disney princess. Con adesivi;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;21/01/2015;
9788891299390;Blue lock.  Vol. 1;Kaneshiro Muneyuki;PANINI COMICS;FICTION;29/07/2021;STRANIERO
9788892219496;Cenerentola;Cima Lodovica;SAN PAOLO EDIZIONI;BAMBINI/RAGAZZI;22/11/2019;
9788859016182;In terza con il metodo analogico: Italiano in terza con il metodo analogico. Lettura, comprensione, scrittura, ortografia, grammatica, lessico-La linea del 1000 e e altri strumenti per l'apprendimento della matematica;Bortolato Camillo;ERICKSON;NON FICTION GENERALI;28/06/2018;
9788834614303;La rivolta delle Cariatidi. Una nuova indagine di Kostas Charitos;Markaris Petros;LA NAVE DI TESEO;FICTION;20/06/2023;ITALIANO
9788891296580;Berserk collection. Serie nera.  Vol. 5;Miura Kentaro;PANINI COMICS;FICTION;12/11/2020;STRANIERO
9788820078836;Ventimila specie (o quasi) sotto il mare. Viaggio nella biodiversitÖ del Mediterraneo, tra dune, abissi e alieni;Bonifazi Andrea;SPERLING & KUPFER;NON FICTION VARIE;19/09/2023;
9788804771937;La correttrice;Fontana Emanuela;MONDADORI;FICTION;09/05/2023;ITALIANO
9788833700755;Mancopersogno;Alemagna Beatrice;TOPIPITTORI;BAMBINI/RAGAZZI;01/09/2021;
9788822778710;Soprattutto con te. Most of all you;Sheridan Mia;NEWTON COMPTON EDITORI;FICTION;05/09/2023;STRANIERO
9788804736325;A riveder le stelle. Dante, il poeta che inventï l'Italia;Cazzullo Aldo;MONDADORI;NON FICTION GENERALI;19/04/2022;
9788808420664;Il primo Zanichelli. Vocabolario di italiano;AA.VV.;ZANICHELLI;BAMBINI/RAGAZZI;03/09/2018;
9788869186318;La fabbrica di cioccolato;Dahl Roald;SALANI;BAMBINI/RAGAZZI;31/03/2016;
9788809907164;La stanza delle farfalle;Riley Lucinda;GIUNTI EDITORE;FICTION;05/01/2021;STRANIERO
9788806230142;Diario;Frank Anne;EINAUDI;FICTION;17/11/2015;STRANIERO
9788829601608;Gli Smei e gli Smufi;Donaldson Julia;EMME EDIZIONI;BAMBINI/RAGAZZI;05/10/2021;
9788804777816;Terra amara. Una storia di ossessioni, amore e vendetta;AA.VV.;MONDADORI;FICTION;23/05/2023;ITALIANO
9788859279778;Venezia;Pasini Piero;LONELY PLANET ITALIA;NON FICTION VARIE;03/02/2023;
9788820073558;All your perfects. Un ricordo ti parlerÖ di noi;Hoover Colleen;SPERLING & KUPFER;FICTION;16/03/2022;STRANIERO
9788806248918;Ufo 78;Wu Ming;EINAUDI;FICTION;11/10/2022;ITALIANO
9788838943720;Chi si ferma ä perduto;"Malvaldi Marco; Bruzzone Samantha";SELLERIO EDITORE PALERMO;FICTION;18/10/2022;ITALIANO
9788859030539;DOP Disturbo Oppositivo Provocatorio. Cosa fare (e non). Guida rapida per insegnanti. Scuola primaria;Muratori Pietro;ERICKSON;NON FICTION GENERALI;27/01/2023;
9788868363390;Mr. Mercedes;King Stephen;SPERLING & KUPFER;FICTION;06/09/2016;STRANIERO
9788817182232;Soldi. 10 parole per capire come funziona l'economia oggi;AA.VV.;RIZZOLI;NON FICTION GENERALI;19/09/2023;
9788891639431;Concetti di informatica e fondamenti di Java;Horstmann Cay S.;MAGGIOLI EDITORE;NON FICTION GENERALI;15/01/2020;
9788891435873;Concorsi INPS 2023 vari profili. Manuale con le materie comuni. Teoria e quiz;AA.VV.;EDIZIONI GIURIDICHE SIMONE;NON FICTION VARIE;17/05/2023;
9788891909732;Fisiologia umana. Un approccio integrato. Ediz. MyLab;Silverthorn Dee U.;PEARSON;NON FICTION GENERALI;20/02/2020;
9788804742272;Mortina. Una sorpresa da brivido;Cantini Barbara;MONDADORI;BAMBINI/RAGAZZI;05/10/2021;
9788804740292;Un uomo da conquistare. Serie Bridgerton - Vol. 4;Quinn Julia;MONDADORI;FICTION;16/03/2021;STRANIERO
9788852240737;365 storie della buonanotte Disney;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;05/10/2022;
9788815252524;Letteratura italiana. Vol. 1. Dalle origini al Seicento;AA.VV.;IL MULINO;NON FICTION GENERALI;09/10/2014;
9788823528611;Storia di una lumaca che scoprç l'importanza della lentezza;Sep£lveda Luis;GUANDA;BAMBINI/RAGAZZI;22/04/2021;
9788830456402;Il prezzo degli innocenti. Come il Vaticano ha sottratto migliaia di bambini alle loro madri;Laurino Maria;LONGANESI;NON FICTION GENERALI;05/09/2023;
9788832973129;La veritÖ che ci riguarda;Urciuolo Alice;66THAND2ND;FICTION;03/10/2023;ITALIANO
9788832739060;Zerocalcare. Animation art book;Zerocalcare;BAO PUBLISHING;NON FICTION GENERALI;16/06/2023;
9788880337775;Diario di una schiappa. Guai in arrivo!;Kinney Jeff;IL CASTORO;BAMBINI/RAGAZZI;03/01/2014;
9788833715704;Il mare. Muovi e scopri;AA.VV.;EDIZIONI DEL BORGO;BAMBINI/RAGAZZI;08/06/2022;
9788869879869;Dizionario medio di italiano;AA.VV.;VALLARDI A.;NON FICTION GENERALI;06/11/2019;
